INT1	INT2	Co-expression	Genetic interactions	Protein-protein interactions	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions
YBR056W	GPM2	1.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	KKQ8	1.642	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RTK1	2.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YBR287W	1.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YET2	1.942	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YIL055C	2.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YDL027C	1.706	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YDL057W	1.436	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	UGX2	2.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YGR130C	1.982	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YLR312C	1.474	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YPL109C	1.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	UIP4	1.925	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	KIN82	1.345	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MRK1	1.376	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PRR2	1.916	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	IKS1	1.626	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	HAL5	1.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PPM1	1.996	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MBR1	2.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ULA1	1.442	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ARP2	1.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	AIM17	2.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	CRD1	1.678	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MEF2	1.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VPS15	1.733	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PEP12	2.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RAV1	1.804	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG8	2.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG12	1.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG9	1.227	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG1	1.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG17	1.866	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SNX4	1.584	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG3	1.669	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG7	1.946	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PTC6	1.820	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG29	2.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG14	1.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YLR211C	1.279	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VPS8	2.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SEC17	1.418	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	GGA1	2.570	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VTI1	1.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YIM1	1.977	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	DDR2	1.808	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	BMH1	1.868	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	BMH2	1.505	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PTK2	1.712	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RTC2	1.275	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG22	1.746	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ADR1	1.717	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PRK1	1.766	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RIM15	1.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SMK1	0.983	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	STE11	1.445	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RCK2	1.479	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	UBI4	2.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SAF1	2.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	FIS1	1.485	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YOR019W	1.613	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	TPK1	2.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RNY1	2.501	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	KHA1	1.371	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	COG8	1.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RAS2	1.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG32	1.758	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	CIS1	2.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG33	2.195	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG34	2.730	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VPS34	1.779	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PEP4	1.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	CUE5	1.361	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MON1	1.365	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	TRS23	2.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG19	2.602	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	NVJ1	1.951	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ATG36	2.447	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SNX4	1.424	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	HAP2	1.208	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SKS1	1.305	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VID28	2.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RVS161	1.439	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YPK1	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	BEM1	1.421	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SDS24	2.346	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SKM1	1.717	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	NPR2	1.497	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MDH1	1.929	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	GUT2	2.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SIP2	1.566	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	HSP104	2.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	UGA2	2.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MCR1	1.701	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	LOT6	1.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PSK1	1.872	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	CMK1	1.439	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	CMK2	1.658	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	TPK2	2.821	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	CSG2	1.425	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	TOS3	0.922	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	AKL1	1.647	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	NNK1	1.458	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	FMP48	1.538	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YAK1	2.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	KNS1	1.664	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RIM11	1.703	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	TDA1	1.976	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	NPR1	1.804	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YKL100C	2.207	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PRB1	2.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	ROY1	1.553	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	GPD1	2.235	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	NTH1	2.314	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	TPS2	2.685	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	GOR1	2.492	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	HFD1	2.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	CYC7	1.966	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	PHM8	1.725	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	DOA4	2.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	DOA1	2.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YDR018C	1.679	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MCA1	1.487	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	BRO1	1.537	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YPT52	1.933	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VPS73	2.287	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VPS13	2.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YPT53	1.857	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SFT2	2.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	VPS29	1.713	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	SSH4	1.679	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	IWR1	1.674	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YDL199C	2.589	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	YBR137W	1.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	MSP1	1.850	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	COQ4	2.592	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	GYP7	1.736	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	TVP15	2.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	BXI1	1.844	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	RHO1	1.453	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	FYV10	1.692	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	UBX3	1.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	FMC1	1.430	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YBR056W	AIM37	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	RMA1	0.000	1.214	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	YBR287W	0.000	1.434	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	YET2	1.928	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	OPY1	0.000	1.564	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	YEL043W	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ECM9	0.000	1.305	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	YPL109C	0.000	0.487	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	UIP4	0.000	1.612	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	RIM13	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	MBR1	0.000	2.063	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ACT1	0.000	0.000	1.452	0.000	0.000	0.000	0.000	0.000
MPA43	RSP5	0.000	0.559	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	AIM17	0.000	0.483	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	CRD1	0.000	1.166	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	VAC8	0.000	0.499	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG8	0.000	0.935	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG17	1.637	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	SNX4	0.000	2.153	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG2	0.000	2.534	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG7	0.000	2.061	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG20	1.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG5	0.000	1.406	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG29	0.000	1.360	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG14	0.000	0.870	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	CDC48	0.000	0.710	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ARF2	2.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	SEC24	1.916	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	YIM1	0.000	0.913	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	BMH2	0.000	1.172	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	SPT6	0.000	0.925	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	RTC2	0.000	0.734	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	GIS1	0.000	0.830	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ADR1	0.000	0.766	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	RIM15	0.000	0.823	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	STE50	0.000	1.225	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	TOF2	0.000	0.887	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	PKH1	0.000	0.910	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	UBI4	0.000	0.489	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	SLG1	0.000	0.580	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	SEC2	0.000	1.211	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	VTC3	1.479	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	MSN4	0.000	0.761	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	AFT1	0.000	0.698	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	AFT2	1.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	BEM1	0.000	1.106	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	KIC1	1.683	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	MDH1	0.000	1.764	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	SNF1	0.000	1.138	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	MCR1	0.000	1.389	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	TIM18	0.000	0.934	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	PTP1	0.000	0.904	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	TPK2	0.000	1.145	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	RSB1	0.000	1.499	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	TOS3	2.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	YCK3	0.000	0.899	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	TEF1	0.000	0.000	1.514	0.000	0.000	0.000	0.000	0.000
MPA43	KES1	0.000	0.903	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	GPD1	0.000	1.091	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	ATG26	0.000	0.894	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	NTH1	0.000	0.643	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	TPS2	0.000	1.186	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	FAB1	0.000	0.826	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	STT4	0.000	0.863	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	GOR1	0.000	1.864	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	HFD1	0.000	0.922	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	CYC7	0.000	1.027	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	QCR10	0.000	0.756	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	OYE2	1.478	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	VMA2	0.000	0.000	0.321	0.000	0.000	0.000	0.000	0.000
MPA43	TAZ1	0.000	1.712	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	DOA4	1.781	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	MGR1	2.073	1.616	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	VPS73	0.000	1.267	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	IWR1	1.552	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	YBR137W	1.847	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	MSP1	2.025	1.707	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	FMC1	0.000	1.376	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	AIM5	0.000	1.382	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	FCJ1	0.000	1.639	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	AIM13	0.000	1.358	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	AIM37	0.000	1.039	0.000	0.000	0.000	0.000	0.000	0.000
MPA43	TCD2	0.000	0.940	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	KKQ8	1.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	RTK1	1.813	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YET2	1.628	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YIL055C	2.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YDL027C	2.371	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YDL057W	0.944	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	UGX2	2.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YGR130C	2.202	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YLR312C	1.485	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YPL109C	1.428	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	UIP4	2.928	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG10	1.654	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	KIN82	1.551	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	MRK1	1.422	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	IKS1	1.593	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PPM1	1.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	MBR1	1.398	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ULA1	1.649	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	AIM17	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	VPS15	1.729	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PEP12	2.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	RAV1	1.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG8	2.328	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG12	2.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG9	1.997	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG1	1.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG2	1.572	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG3	2.217	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG7	1.546	0.000	0.000	0.000	1.727	0.000	0.000	0.000
GPM2	ATG14	1.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	VPS8	1.744	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	VPS27	1.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	GGA1	1.950	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	VTI1	2.281	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	DUN1	1.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YIM1	1.263	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	DDR2	2.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	AOS1	1.921	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PCL5	1.419	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	SIC1	1.314	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PTK2	1.414	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	RTC2	2.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG22	1.697	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ADR1	1.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	LMO1	1.599	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PKH1	1.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	UBI4	2.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	UBA1	0.000	0.000	1.697	0.000	0.000	0.000	0.000	0.000
GPM2	SAF1	1.581	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	KCC4	1.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	TPK1	2.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	RNY1	2.316	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	COG8	1.499	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	COG5	1.354	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	MSN1	1.401	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	RAS2	1.358	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	CIS1	2.295	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG33	2.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG34	2.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PEP4	1.639	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	MON1	2.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG15	1.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	TAX4	1.546	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG19	2.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	NVJ1	1.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ATG36	1.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	VTC3	3.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	MSN4	1.805	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	ZAP1	1.476	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	VID28	2.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	RVS161	1.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YPK1	1.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	SDS24	2.476	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	MDH1	1.904	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	GUT2	1.437	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	SIP2	1.664	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	HSP104	1.722	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	UGA2	1.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	MCR1	1.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	CMK1	1.415	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	CMK2	1.656	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	TPK2	1.641	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	CSG2	1.485	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	AKL1	1.798	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	NNK1	1.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	KIN1	1.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	FMP48	1.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YAK1	1.678	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	KNS1	1.618	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	RIM11	1.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	TDA1	2.205	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	HRK1	1.617	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	YKL100C	1.235	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PRB1	1.906	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	GAL7	1.686	0.000	0.000	0.000	1.622	0.000	0.000	0.000
GPM2	GPD1	2.375	0.000	0.000	0.000	1.154	0.000	0.000	0.000
GPM2	NTH1	2.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	TPS2	2.299	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	PHO5	1.296	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	GOR1	2.562	0.000	0.000	0.000	0.000	0.000	0.000	0.000
GPM2	HFD1	2.532	0.000	0.000	0.000	0.000	0.000	0.000	0.000
